CONTRATO	PLAN	FECHA ACTIVACION	FECHA BAJA
714620063	ATT CONSIGUELO 2	08/03/19	30/08/19
714620144	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	08/03/19	30/08/19
715409409	ATT CONSIGUELO 2	22/03/19	13/08/19
715782338	ATT CONSIGUELO 1	06/04/19	25/08/19
716699626	ATT CONSIGUELO 1	10/05/19	01/08/19
720940888	ATT CONSIGUELO 1	27/07/19	20/08/19
720991774	ATT CONSIGUELO 3	28/07/19	27/08/19
714614170	ATT CONSIGUELO 1	07/03/19	30/08/19
714614603	ATT CONSIGUELO 1	07/03/19	30/08/19
715012943	ATT CONSIGUELO 1	17/03/19	20/08/19
718438979	ATT CONSIGUELO 1	14/06/19	01/08/19
718778119	ATT CONSIGUELO 1	21/06/19	15/08/19
720009945	ATT CONSIGUELO 2	13/07/19	01/08/19
721042539	ATT CONSIGUELO 1.5	31/07/19	22/08/19
713642895	ATT CONSIGUELO BASICO 2	15/02/19	06/08/19
714958270	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI MATE 20/P20LITE	13/03/19	27/08/19
714958346	ATT CONSIGUELO 3	13/03/19	31/08/19
715316117	ATT CONSIGUELO 5	21/03/19	26/08/19
715579294	ATT CONSIGUELO 5	27/03/19	26/08/19
715608958	ATT CONSIGUELO 1	29/03/19	25/08/19
715788003	ATT CONSIGUELO 1	06/04/19	25/08/19
715870684	ATT CONSIGUELO 2	07/04/19	25/08/19
715870870	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	07/04/19	25/08/19
716032388	ATT CONSIGUELO 5	16/04/19	26/08/19
716034149	ATT CONSIGUELO 2	16/04/19	07/08/19
716052452	ATT CONSIGUELO 1	17/04/19	26/08/19
718551808	ATT CONSIGUELO 3	16/06/19	20/08/19
715982117	ATT CONSIGUELO 2	14/04/19	22/08/19
714160565	ATT CONSIGUELO 3	28/02/19	16/08/19
714191824	ATT CONSIGUELO BASICO 2	02/03/19	17/08/19
715395270	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI MATE 20/P20LITE	22/03/19	25/08/19
715395564	ATT CONSIGUELO 2	22/03/19	25/08/19
716753199	ATT CONSIGUELO 1	13/05/19	26/08/19
716035231	ATT CONSIGUELO 1.5	16/04/19	17/08/19
715968522	ATT CONSIGUELO 2	13/04/19	26/08/19
713748206	ATT CONSIGUELO BASICO 1	17/02/19	02/08/19
713755269	ATT CONSIGUELO COMPLETO 5	17/02/19	09/08/19
713755373	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	17/02/19	09/08/19
713847164	ATT CONSIGUELO COMPLETO 6.5	18/02/19	03/08/19
714972967	COMPARTELO ADICIONAL VOZ, SMS, DATOS	14/03/19	12/08/19
714088065	ATT CONSIGUELO BASICO 2	24/02/19	05/08/19
714955730	ATT CONSIGUELO 5	13/03/19	02/08/19
715477086	ATT CONSIGUELO 8	24/03/19	25/08/19
714177832	ATT CONSIGUELO 1	01/03/19	17/08/19
713977499	ATT CONSIGUELO BASICO 2	21/02/19	13/08/19
714176347	ATT CONSIGUELO 2	01/03/19	06/08/19
714994995	COMPARTELO ADICIONAL VOZ, SMS, DATOS	16/03/19	25/08/19
714995042	ATT CONSIGUELO 5	16/03/19	25/08/19
715778307	ATT CONSIGUELO 6.5	06/04/19	25/08/19
713910836	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	19/02/19	07/08/19
713910893	ATT CONSIGUELO COMPLETO 5	19/02/19	07/08/19
714772628	ATT CONSIGUELO 5	10/03/19	31/08/19
714858958	ATT CONSIGUELO 2	12/03/19	31/08/19
715002957	ATT CONSIGUELO 5	16/03/19	04/08/19
715867096	ATT CONSIGUELO 8	07/04/19	26/08/19
715977722	ATT CONSIGUELO 5	13/04/19	31/08/19
718776231	ATT CONSIGUELO 1	21/06/19	17/08/19
718856980	ATT CONSIGUELO 1	23/06/19	18/08/19
714076527	ATT CONSIGUELO BASICO 1	23/02/19	12/08/19
715474074	ATT CONSIGUELO 1	24/03/19	24/08/19
720110190	ATT CONSIGUELO 1	15/07/19	13/08/19
714093059	ATT CONSIGUELO BASICO 1	24/02/19	12/08/19
716347277	ATT CONSIGUELO 5	01/05/19	02/08/19
714178551	ATT CONSIGUELO 3	01/03/19	23/08/19
714614809	ATT CONSIGUELO 8	07/03/19	23/08/19
714773421	ATT CONSIGUELO 3	10/03/19	23/08/19
714975327	ATT CONSIGUELO 10	14/03/19	12/08/19
714974881	ATT CONSIGUELO 1	14/03/19	21/08/19
715156031	ATT CONSIGUELO 6.5	19/03/19	02/08/19
715155344	ATT CONSIGUELO 1	19/03/19	08/08/19
715785496	ATT CONSIGUELO 5	06/04/19	26/08/19
715875976	ATT CONSIGUELO 5	08/04/19	30/08/19
716177470	ATT CONSIGUELO 1	24/04/19	02/08/19
717705683	ATT CONSIGUELO 1	31/05/19	28/08/19
713450119	ATT CONSIGUELO BASICO 1	11/02/19	10/08/19
714005642	ATT CONSIGUELO COMPLETO 8	22/02/19	03/08/19
714004770	ATT CONSIGUELO BASICO 1	22/02/19	09/08/19
714068821	ATT CONSIGUELO COMPLETO 6.5	23/02/19	04/08/19
714179646	ATT CONSIGUELO 5	01/03/19	23/08/19
714970948	ATT CONSIGUELO 6.5	14/03/19	02/08/19
715015101	ATT CONSIGUELO 5	17/03/19	04/08/19
715788912	ATT CONSIGUELO 3	06/04/19	25/08/19
715790344	ATT CONSIGUELO 3	06/04/19	25/08/19
715987329	ATT CONSIGUELO 5	14/04/19	30/08/19
717726049	ATT CONSIGUELO 3	02/06/19	20/08/19
719760498	ATT CONSIGUELO 1	09/07/19	08/08/19
715004164	ATT CONSIGUELO 1	16/03/19	02/08/19
715573387	ATT CONSIGUELO 1.5	26/03/19	14/08/19
715602736	ATT CONSIGUELO 1.5	29/03/19	25/08/19
715611390	ATT CONSIGUELO 5	29/03/19	25/08/19
716185626	ATT CONSIGUELO 3	25/04/19	26/08/19
718195981	ATT CONSIGUELO 1	07/06/19	05/08/19
715983682	ATT CONSIGUELO 3	14/04/19	17/08/19
716129847	ATT CONSIGUELO 2	22/04/19	26/08/19
714195842	ATT CONSIGUELO 3	02/03/19	23/08/19
714195900	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI MATE 20/P20LITE	02/03/19	23/08/19
717696158	ATT CONSIGUELO 2	31/05/19	27/08/19
719636085	ATT CONSIGUELO 1.5	05/07/19	19/08/19
714590262	ATT CONSIGUELO 2	06/03/19	25/08/19
714980232	ATT CONSIGUELO 1.5	15/03/19	02/08/19
715591101	ATT CONSIGUELO 1.5	28/03/19	25/08/19
718322366	ATT CONSIGUELO 1.5	10/06/19	05/08/19
715607628	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	29/03/19	25/08/19
715699504	ATT CONSIGUELO 2	04/04/19	30/08/19
715699505	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	04/04/19	27/08/19
717113145	ATT CONSIGUELO 1	21/05/19	12/08/19
718467088	ATT CONSIGUELO 2	15/06/19	14/08/19
719723917	COMPARTELO ADICIONAL VOZ, SMS, DATOS	06/07/19	01/08/19
713843657	ATT CONSIGUELO BASICO 3	18/02/19	04/08/19
718452065	ATT CONSIGUELO 2	14/06/19	27/08/19
713966882	ATT CONSIGUELO COMPLETO 5	20/02/19	09/08/19
714109826	ATT CONSIGUELO 1	25/02/19	23/08/19
714968493	ATT CONSIGUELO 6.5	14/03/19	03/08/19
714973781	ATT CONSIGUELO 6.5	14/03/19	03/08/19
715015287	ATT CONSIGUELO 1	17/03/19	24/08/19
715607629	ATT CONSIGUELO 3	29/03/19	25/08/19
715626492	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	30/03/19	25/08/19
715626609	ATT CONSIGUELO 3	30/03/19	25/08/19
715678896	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	03/04/19	30/08/19
715679078	ATT CONSIGUELO 3	03/04/19	30/08/19
715785899	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	06/04/19	25/08/19
715786048	ATT CONSIGUELO 2	06/04/19	25/08/19
715862037	ATT CONSIGUELO 3	07/04/19	25/08/19
715869669	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	07/04/19	25/08/19
715476000	ATT CONSIGUELO 1.5	24/03/19	14/08/19
715613897	ATT CONSIGUELO 5	29/03/19	25/08/19
715617738	ATT CONSIGUELO 3	30/03/19	25/08/19
715639670	ATT CONSIGUELO 2	31/03/19	25/08/19
715639714	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	31/03/19	25/08/19
717178662	ATT CONSIGUELO 1	23/05/19	27/08/19
716685173	ATT CONSIGUELO 1	09/05/19	26/08/19
717450370	ATT CONSIGUELO 1	26/05/19	27/08/19
714433410	ATT CONSIGUELO 1	04/03/19	24/08/19
714509877	ATT CONSIGUELO 3	05/03/19	22/08/19
714624514	ATT CONSIGUELO 1	08/03/19	30/08/19
714715994	ATT CONSIGUELO 1	09/03/19	13/08/19
715695557	ATT CONSIGUELO 1	04/04/19	25/08/19
717450146	ATT CONSIGUELO 2	26/05/19	07/08/19
717940971	ATT CONSIGUELO 1	05/06/19	03/08/19
718772720	ATT CONSIGUELO 1.5	21/06/19	16/08/19
714093881	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	24/02/19	22/08/19
714514743	ATT CONSIGUELO 1.5	05/03/19	22/08/19
714179703	ATT CONSIGUELO 1	01/03/19	15/08/19
714628456	ATT CONSIGUELO 1.5	08/03/19	31/08/19
714980153	ATT CONSIGUELO 2	15/03/19	31/08/19
715780723	ATT CONSIGUELO 1.5	06/04/19	05/08/19
717118097	ATT CONSIGUELO 1	21/05/19	19/08/19
720441063	ATT CONSIGUELO 1.5	19/07/19	03/08/19
715790474	ATT CONSIGUELO 1.5	06/04/19	10/08/19
716640679	ATT CONSIGUELO 2	06/05/19	12/08/19
719623786	COMPARTELO ADICIONAL VOZ, SMS, DATOS	05/07/19	01/08/19
720009399	ATT CONSIGUELO 5	13/07/19	13/08/19
718618844	ATT CONSIGUELO 3	17/06/19	02/08/19
713905675	ATT CONSIGUELO BASICO 2	19/02/19	09/08/19
714764192	ATT CONSIGUELO 1	10/03/19	31/08/19
715682877	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	03/04/19	30/08/19
715682878	ATT CONSIGUELO 2	03/04/19	30/08/19
713441620	ATT CONSIGUELO BASICO 1	11/02/19	03/08/19
713960611	ATT CONSIGUELO BASICO 1	20/02/19	05/08/19
715618615	ATT CONSIGUELO 1	30/03/19	25/08/19
715486360	ATT CONSIGUELO 1.5	25/03/19	25/08/19
718413431	ATT CONSIGUELO 2	12/06/19	12/08/19
713757932	ATT CONSIGUELO BASICO 1.5	17/02/19	16/08/19
719724676	ATT CONSIGUELO 1.5	06/07/19	26/08/19
716671774	ATT CONSIGUELO 2	08/05/19	24/08/19
719189446	ATT CONSIGUELO 2	27/06/19	27/08/19
713624848	ATT CONSIGUELO BASICO 1	14/02/19	02/08/19
713625465	ATT CONSIGUELO BASICO 1	14/02/19	02/08/19
713954510	ATT CONSIGUELO BASICO 3	20/02/19	10/08/19
713996357	ATT CONSIGUELO BASICO 1	22/02/19	09/08/19
715700919	ATT CONSIGUELO 1	04/04/19	30/08/19
715931924	ATT CONSIGUELO 1	10/04/19	26/08/19
716789827	ATT CONSIGUELO 1	15/05/19	30/08/19
718472604	ATT CONSIGUELO 3	15/06/19	03/08/19
716946253	ATT CONSIGUELO 1	18/05/19	14/08/19
713644323	ATT CONSIGUELO BASICO 1	15/02/19	02/08/19
713757338	ATT CONSIGUELO BASICO 2	17/02/19	03/08/19
713962687	ATT CONSIGUELO BASICO 1.5	20/02/19	08/08/19
714003656	ATT CONSIGUELO BASICO 2	22/02/19	04/08/19
714179532	ATT CONSIGUELO 2	01/03/19	21/08/19
714407066	ATT CONSIGUELO 1.5	03/03/19	23/08/19
714594616	ATT CONSIGUELO 2	06/03/19	25/08/19
714726732	ATT CONSIGUELO 3	09/03/19	01/08/19
714975365	ATT CONSIGUELO 2	14/03/19	23/08/19
714975510	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI MATE 20/P20LITE	14/03/19	23/08/19
714988366	ATT CONSIGUELO 1.5	15/03/19	02/08/19
715419476	ATT CONSIGUELO 1.5	23/03/19	30/08/19
715632916	ATT CONSIGUELO 1	30/03/19	30/08/19
715705309	ATT CONSIGUELO 2	05/04/19	26/08/19
715880399	ATT CONSIGUELO 2	08/04/19	27/08/19
716094459	ATT CONSIGUELO 2	20/04/19	26/08/19
713528676	ATT CONSIGUELO COMPLETO 5	12/02/19	02/08/19
713970861	ATT CONSIGUELO BASICO 3	20/02/19	16/08/19
714391951	ATT CONSIGUELO 5	03/03/19	22/08/19
719621869	ATT CONSIGUELO 2	05/07/19	07/08/19
718325455	ATT CONSIGUELO 1	10/06/19	05/08/19
718653180	ATT CONSIGUELO 1	19/06/19	26/08/19
714631180	ATT CONSIGUELO 1	08/03/19	23/08/19
714959404	ATT CONSIGUELO 5	13/03/19	02/08/19
716847817	ATT CONSIGUELO 1	17/05/19	19/08/19
717950994	ATT CONSIGUELO 1	05/06/19	21/08/19
719116774	ATT CONSIGUELO 1	26/06/19	17/08/19
715962440	ATT CONSIGUELO 1	12/04/19	31/08/19
716724860	ATT CONSIGUELO 1	11/05/19	02/08/19
714068555	ATT CONSIGUELO BASICO 2	23/02/19	08/08/19
714718900	ATT CONSIGUELO 2	09/03/19	19/08/19
717125300	ATT CONSIGUELO 1	22/05/19	19/08/19
717512056	ATT V2 CT DAMOSMAS 549	27/05/19	15/08/19
718787620	ATT CONSIGUELO 2	22/06/19	09/08/19
718793742	ATT CONSIGUELO 1	22/06/19	09/08/19
713640570	ATT CONSIGUELO BASICO 1	15/02/19	09/08/19
713640072	ATT CONSIGUELO BASICO 1	15/02/19	09/08/19
713642415	ATT CONSIGUELO BASICO 1	15/02/19	09/08/19
715568368	ATT CONSIGUELO 2	26/03/19	30/08/19
715651865	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	01/04/19	26/08/19
715651869	ATT CONSIGUELO 2	01/04/19	26/08/19
720516578	ATT CONSIGUELO 1	21/07/19	14/08/19
720855794	ATT CONSIGUELO 2	25/07/19	23/08/19
714091988	ATT CONSIGUELO BASICO 1	24/02/19	12/08/19
714772678	ATT CONSIGUELO 1.5	10/03/19	25/08/19
714588856	ATT CONSIGUELO 1	06/03/19	25/08/19
714867716	ATT CONSIGUELO 2	12/03/19	30/08/19
714867717	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	12/03/19	30/08/19
715879825	ATT CONSIGUELO 3	08/04/19	31/08/19
714988364	ATT CONSIGUELO 2	15/03/19	03/08/19
715594269	ATT CONSIGUELO 5	28/03/19	25/08/19
714508631	ATT CONSIGUELO 1	05/03/19	21/08/19
714718120	ATT CONSIGUELO 8	09/03/19	25/08/19
715003874	ATT CONSIGUELO 8	16/03/19	03/08/19
715013594	ATT CONSIGUELO 1	17/03/19	04/08/19
715163352	ATT CONSIGUELO 5	19/03/19	20/08/19
713203293	ATT CONSIGUELO BASICO 1	07/02/19	01/08/19
715922321	ATT CONSIGUELO 1.5	09/04/19	30/08/19
716328579	ATT CONSIGUELO 1	30/04/19	26/08/19
713993040	ATT CONSIGUELO BASICO 1	22/02/19	09/08/19
716511914	ATT CONSIGUELO 1	04/05/19	26/08/19
713660365	ATT CONSIGUELO BASICO 1	16/02/19	10/08/19
713840664	ATT CONSIGUELO BASICO 1	18/02/19	04/08/19
714381917	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	03/03/19	17/08/19
714385308	ATT CONSIGUELO 2	03/03/19	17/08/19
715404194	ATT CONSIGUELO 1	22/03/19	26/08/19
718432432	ATT CONSIGUELO 1	13/06/19	02/08/19
718467491	ATT CONSIGUELO 1	15/06/19	04/08/19
715920897	ATT CONSIGUELO 2	09/04/19	27/08/19
715920906	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	09/04/19	30/08/19
713972465	ATT CONSIGUELO BASICO 1	21/02/19	10/08/19
714182198	ATT CONSIGUELO 2	01/03/19	02/08/19
714974643	ATT CONSIGUELO 1	14/03/19	30/08/19
718472955	ATT CONSIGUELO 1.5	15/06/19	13/08/19
719723691	ATT CONSIGUELO 1	06/07/19	24/08/19
716679160	ATT CONSIGUELO 1	09/05/19	13/08/19
714597200	ATT CONSIGUELO 2	06/03/19	30/08/19
714597481	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	06/03/19	27/08/19
713833955	ATT CONSIGUELO BASICO 1	18/02/19	09/08/19
713909393	ATT CONSIGUELO COMPLETO 5	19/02/19	04/08/19
715630235	ATT CONSIGUELO 2	30/03/19	25/08/19
715986942	ATT CONSIGUELO 3	14/04/19	09/08/19
716196913	ATT CONSIGUELO 1	26/04/19	26/08/19
720928753	ATT CONSIGUELO 1	27/07/19	30/08/19
721018721	ATT CONSIGUELO 5	30/07/19	02/08/19
713970662	ATT CONSIGUELO BASICO 2	20/02/19	10/08/19
715682231	ATT CONSIGUELO 5	03/04/19	29/08/19
715698928	ATT CONSIGUELO 3	04/04/19	07/08/19
716386341	ATT CONSIGUELO 1	03/05/19	02/08/19
716703447	ATT CONSIGUELO 2	10/05/19	23/08/19
714159712	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI MATE 20/P20LITE	28/02/19	17/08/19
714198648	ATT CONSIGUELO 2	02/03/19	23/08/19
714198649	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	02/03/19	23/08/19
715630329	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	30/03/19	25/08/19
713655481	ATT CONSIGUELO BASICO 2	16/02/19	02/08/19
1143322	ATT CONSIGUELO 1.5	23/04/19	03/08/19
716140984	ATT CONSIGUELO 1	23/04/19	28/08/19
716657920	ATT CONSIGUELO 2	07/05/19	20/08/19
720993314	ATT CONSIGUELO 2	28/07/19	31/08/19
716791222	ATT CONSIGUELO 2	15/05/19	15/08/19
714987322	ATT CONSIGUELO 2	15/03/19	10/08/19
715413121	ATT V2 CT DAMOSMAS 349	23/03/19	26/08/19
716221813	ATT CONSIGUELO 1.5	27/04/19	05/08/19
714772573	COMPARTELO ADICIONAL VOZ, SMS, DATOS	10/03/19	03/08/19
714772672	ATT CONSIGUELO 5	10/03/19	03/08/19
715158814	ATT CONSIGUELO 3	19/03/19	08/08/19
715485304	ATT CONSIGUELO 3	25/03/19	07/08/19
715597410	ATT CONSIGUELO 3	28/03/19	25/08/19
715628159	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO Z3 PLAY 2X1	30/03/19	25/08/19
715628278	ATT CONSIGUELO 3	30/03/19	25/08/19
715641474	COMPARTELO ADICIONAL VOZ, SMS, DATOS	31/03/19	26/08/19
715641552	ATT CONSIGUELO 3	31/03/19	26/08/19
720461439	ATT CONSIGUELO 1	20/07/19	13/08/19
714596191	ATT CONSIGUELO 3	06/03/19	02/08/19
715632501	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	30/03/19	25/08/19
715632525	ATT CONSIGUELO 2	30/03/19	25/08/19
715656421	ATT CONSIGUELO 1	01/04/19	17/08/19
715654848	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	01/04/19	26/08/19
715654913	ATT CONSIGUELO 2	01/04/19	26/08/19
716146066	ATT CONSIGUELO 1	23/04/19	26/08/19
713987330	ATT CONSIGUELO BASICO 2	21/02/19	09/08/19
714154036	ATT CONSIGUELO 2	28/02/19	16/08/19
714614840	ATT CONSIGUELO BASICO 2	07/03/19	17/08/19
714976174	ATT CONSIGUELO BASICO 2	14/03/19	10/08/19
714997731	ATT CONSIGUELO 2	16/03/19	02/08/19
715589367	ATT CONSIGUELO 3	28/03/19	25/08/19
715594594	ATT CONSIGUELO 1.5	28/03/19	25/08/19
715595401	ATT CONSIGUELO 1.5	28/03/19	26/08/19
714611720	ATT CONSIGUELO 3	07/03/19	30/08/19
714726308	ATT CONSIGUELO 2	09/03/19	12/08/19
715013291	ATT CONSIGUELO 1.5	17/03/19	09/08/19
715013971	ATT CONSIGUELO 1.5	17/03/19	09/08/19
717377344	ATT CONSIGUELO 1.5	25/05/19	28/08/19
719988931	ATT CONSIGUELO 1	12/07/19	26/08/19
720364628	ATT CONSIGUELO 1	18/07/19	23/08/19
713661327	ATT CONSIGUELO BASICO 1	16/02/19	02/08/19
714151090	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI DURA Y5	28/02/19	02/08/19
714151362	ATT CONSIGUELO 2	28/02/19	02/08/19
714722083	ATT CONSIGUELO 1.5	09/03/19	02/08/19
714779776	COMPARTELO ADICIONAL VOZ, SMS, DATOS	11/03/19	30/08/19
714779863	ATT CONSIGUELO 2	11/03/19	30/08/19
714982569	ATT CONSIGUELO 1.5	15/03/19	30/08/19
714604971	ATT CONSIGUELO 2	07/03/19	30/08/19
714986283	ATT CONSIGUELO 3	15/03/19	02/08/19
715160991	ATT CONSIGUELO 3	19/03/19	26/08/19
715156551	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO Z3 PLAY 2X1	19/03/19	07/08/19
715161382	ATT CONSIGUELO 2	19/03/19	07/08/19
715589542	ATT CONSIGUELO 1.5	28/03/19	27/08/19
715593771	ATT CONSIGUELO 2	28/03/19	25/08/19
715625581	COMPARTELO ADICIONAL VOZ, SMS, DATOS	30/03/19	25/08/19
715625722	ATT CONSIGUELO 2	30/03/19	25/08/19
715645125	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO Z3 PLAY 2X1	31/03/19	26/08/19
715641935	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO Z3 PLAY 2X1	31/03/19	26/08/19
715641940	ATT CONSIGUELO 3	31/03/19	26/08/19
717510081	ATT CONSIGUELO 2	27/05/19	02/08/19
715159791	ATT CONSIGUELO 2	19/03/19	10/08/19
715159978	COMPARTELO ADICIONAL VOZ, SMS, DATOS	19/03/19	10/08/19
717510175	ATT CONSIGUELO 1	27/05/19	29/08/19
719545605	ATT CONSIGUELO 1	04/07/19	10/08/19
720931342	ATT CONSIGUELO 1	27/07/19	29/08/19
720006432	ATT CONSIGUELO 1	13/07/19	15/08/19
713595068	ATT CONSIGUELO BASICO 1.5	13/02/19	02/08/19
714613595	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	07/03/19	23/08/19
714613684	ATT CONSIGUELO 2	07/03/19	23/08/19
716682730	ATT CONSIGUELO 1.5	09/05/19	03/08/19
713645966	ATT CONSIGUELO BASICO 1.5	16/02/19	12/08/19
714616203	ATT CONSIGUELO 1	08/03/19	30/08/19
714954956	ATT CONSIGUELO 1	13/03/19	02/08/19
715685641	ATT CONSIGUELO 2	03/04/19	30/08/19
716056570	ATT CONSIGUELO 2	17/04/19	26/08/19
716056573	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI MATE 20/P20LITE	17/04/19	26/08/19
716784197	ATT V2 CT DAMOSMAS 349	15/05/19	30/08/19
713617480	ATT CONSIGUELO COMPLETO 6.5	14/02/19	03/08/19
713617482	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	14/02/19	03/08/19
713654487	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	16/02/19	03/08/19
713654547	ATT CONSIGUELO BASICO 2	16/02/19	03/08/19
714146729	COMPARTELO ADICIONAL VOZ, SMS, DATOS	27/02/19	12/08/19
714956387	ATT CONSIGUELO 3	13/03/19	03/08/19
714966094	ATT CONSIGUELO 3	14/03/19	03/08/19
714970313	COMPARTELO ADICIONAL VOZ, SMS, DATOS	14/03/19	02/08/19
714970380	ATT CONSIGUELO 2	14/03/19	02/08/19
714973103	COMPARTELO ADICIONAL VOZ, SMS, DATOS	14/03/19	02/08/19
715007495	ATT CONSIGUELO 3	17/03/19	09/08/19
715015177	COMPARTELO ADICIONAL VOZ, SMS, DATOS	17/03/19	09/08/19
715149792	COMPARTELO ADICIONAL VOZ, SMS, DATOS	18/03/19	03/08/19
715634314	ATT CONSIGUELO 3	31/03/19	25/08/19
715881693	COMPARTELO ADICIONAL VOZ, SMS, DATOS	08/04/19	30/08/19
715881706	ATT CONSIGUELO 5	08/04/19	30/08/19
712989743	ATT CONSIGUELO COMPLETO 5	04/02/19	01/08/19
714142769	ATT CONSIGUELO 2	27/02/19	21/08/19
714146648	ATT CONSIGUELO 3	27/02/19	12/08/19
715011778	COMPARTELO ADICIONAL VOZ, SMS, DATOS	17/03/19	09/08/19
715013788	COMPARTELO ADICIONAL VOZ, SMS, DATOS	17/03/19	04/08/19
715163730	COMPARTELO ADICIONAL VOZ, SMS, DATOS	19/03/19	04/08/19
715295076	COMPARTELO ADICIONAL VOZ, SMS, DATOS	20/03/19	08/08/19
715573860	COMPARTELO ADICIONAL VOZ, SMS, DATOS	26/03/19	25/08/19
715573921	ATT CONSIGUELO 5	26/03/19	25/08/19
715645398	ATT CONSIGUELO 5	31/03/19	26/08/19
715645429	COMPARTELO ADICIONAL VOZ, SMS, DATOS	31/03/19	26/08/19
715687005	COMPARTELO ADICIONAL VOZ, SMS, DATOS	03/04/19	26/08/19
715928608	ATT CONSIGUELO 5	10/04/19	26/08/19
713752819	ATT CONSIGUELO BASICO 1	17/02/19	02/08/19
715702974	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	04/04/19	30/08/19
715703022	ATT CONSIGUELO 5	04/04/19	30/08/19
716393924	ATT CONSIGUELO 2	03/05/19	26/08/19
720861687	ATT CONSIGUELO 1.5	25/07/19	15/08/19
713606399	ATT CONSIGUELO COMPLETO 5	13/02/19	03/08/19
713606456	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	13/02/19	03/08/19
714005315	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	22/02/19	03/08/19
714005348	ATT CONSIGUELO BASICO 3	22/02/19	03/08/19
714198934	COMPARTELO ADICIONAL VOZ, SMS, DATOS	02/03/19	17/08/19
714199231	ATT CONSIGUELO 3	02/03/19	17/08/19
714590636	ATT CONSIGUELO 2	06/03/19	23/08/19
714590815	COMPARTELO ADICIONAL VOZ, SMS, DATOS	06/03/19	23/08/19
714598120	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	06/03/19	12/08/19
714598164	ATT CONSIGUELO COMPLETO 5	06/03/19	12/08/19
714590710	COMPARTELO ADICIONAL VOZ, SMS, DATOS	06/03/19	22/08/19
714590876	ATT CONSIGUELO 3	06/03/19	22/08/19
714626386	COMPARTELO ADICIONAL VOZ, SMS, DATOS	08/03/19	25/08/19
714629602	ATT CONSIGUELO 3	08/03/19	25/08/19
715004265	COMPARTELO ADICIONAL VOZ, SMS, DATOS	16/03/19	03/08/19
715019377	COMPARTELO ADICIONAL VOZ, SMS, DATOS	17/03/19	03/08/19
715006821	ATT CONSIGUELO 5	17/03/19	03/08/19
715301234	COMPARTELO ADICIONAL VOZ, SMS, DATOS	20/03/19	30/08/19
715301324	ATT CONSIGUELO 5	20/03/19	30/08/19
714076124	ATT CONSIGUELO BASICO 2	23/02/19	08/08/19
